"order_id","ship_mode","sales_customer_id","sales_product_id","customer_name","age","city","product_name","category"
"CA-2016-109806","Standard Class","JS-15685","OFF-AR-10004930","Jim Sink",33,"Los Angeles","Turquoise Lead Holder with Pocket Clip","Office Supplies"
"CA-2016-109806","Standard Class","JS-15685","TEC-PH-10004093","Jim Sink",33,"Los Angeles","Panasonic Kx-TS550","Technology"
"CA-2016-109806","Standard Class","JS-15685","OFF-PA-10000304","Jim Sink",33,"Los Angeles","Xerox 1995","Office Supplies"
"CA-2015-149587","Second Class","KB-16315","OFF-PA-10003177","Karl Braun",70,"Minneapolis","Xerox 1999","Office Supplies"
"CA-2015-149587","Second Class","KB-16315","FUR-FU-10003799","Karl Braun",70,"Minneapolis","Seth Thomas 13 1/2 Wall Clock","Furniture"
"CA-2015-149587","Second Class","KB-16315","OFF-BI-10002852","Karl Braun",70,"Minneapolis","Ibico Standard Transparent Covers","Office Supplies"
"US-2017-109484","Standard Class","RB-19705","OFF-BI-10004738","Roger Barcio",63,"Portland","Flexible Leather- Look Classic Collection Ring Binder","Office Supplies"
"CA-2017-161018","Second Class","PN-18775","FUR-FU-10000629","Parhena Norris",35,"New York City","9-3/4 Diameter Round Wall Clock","Furniture"
"CA-2017-157833","First Class","KD-16345","OFF-BI-10001721","Katherine Ducich",33,"San Francisco","Trimflex Flexible Post Binders","Office Supplies"
"CA-2016-149223","Standard Class","ER-13855","OFF-AP-10000358","Elpida Rittenbach",56,"Saint Paul","Fellowes Basic Home/Office Series Surge Protectors","Office Supplies"
"CA-2016-158568","Standard Class","RB-19465","OFF-PA-10003256","Rick Bensley",18,"Chicago","Avery Personal Creations Heavyweight Cards","Office Supplies"
"CA-2016-158568","Standard Class","RB-19465","TEC-AC-10001767","Rick Bensley",18,"Chicago","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","Technology"
"CA-2016-158568","Standard Class","RB-19465","OFF-BI-10002609","Rick Bensley",18,"Chicago","Avery Hidden Tab Dividers for Binding Systems","Office Supplies"
"CA-2016-129903","Second Class","GZ-14470","OFF-PA-10004040","Gary Zandusky",64,"Rochester","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","Office Supplies"
"US-2015-156867","Standard Class","LC-16870","TEC-AC-10001552","Lena Cacioppo",63,"Aurora","Logitech K350 2.4Ghz Wireless Keyboard","Technology"
"US-2015-156867","Standard Class","LC-16870","FUR-FU-10004006","Lena Cacioppo",63,"Aurora","Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting","Furniture"
"US-2015-156867","Standard Class","LC-16870","OFF-BI-10002794","Lena Cacioppo",63,"Aurora","Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets","Office Supplies"
"CA-2017-119004","Standard Class","JM-15250","TEC-AC-10003499","Janet Martin",62,"Charlotte","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology"
"CA-2017-119004","Standard Class","JM-15250","TEC-PH-10002844","Janet Martin",62,"Charlotte","Speck Products Candyshell Flip Case","Technology"
"CA-2017-119004","Standard Class","JM-15250","OFF-AR-10000390","Janet Martin",62,"Charlotte","Newell Chalk Holder","Office Supplies"
"CA-2015-129476","Standard Class","PA-19060","TEC-AC-10000844","Pete Armstrong",31,"Orland Park","Logitech Gaming G510s - Keyboard","Technology"
"CA-2017-146780","Standard Class","CV-12805","FUR-FU-10001934","Cynthia Voltz",55,"New York City","Magnifier Swing Arm Lamp","Furniture"
"CA-2016-128867","Standard Class","CL-12565","OFF-AR-10000380","Clay Ludtke",36,"Urbandale","Hunt PowerHouse Electric Pencil Sharpener  Blue","Office Supplies"
"CA-2016-128867","Standard Class","CL-12565","OFF-BI-10003981","Clay Ludtke",36,"Urbandale","Avery Durable Plastic 1 Binders","Office Supplies"
"CA-2014-115259","Second Class","RC-19960","OFF-FA-10000621","Ryan Crowe",34,"Columbus","OIC Colored Binder Clips  Assorted Sizes","Office Supplies"
"CA-2014-115259","Second Class","RC-19960","OFF-EN-10002600","Ryan Crowe",34,"Columbus","Redi-Strip #10 Envelopes  4 1/8 x 9 1/2","Office Supplies"
"CA-2014-115259","Second Class","RC-19960","OFF-PA-10004965","Ryan Crowe",34,"Columbus","Xerox 1921","Office Supplies"
"CA-2014-115259","Second Class","RC-19960","OFF-EN-10002504","Ryan Crowe",34,"Columbus","Tyvek  Top-Opening Peel & Seel Envelopes  Plain White","Office Supplies"
"CA-2015-110457","Standard Class","DK-13090","FUR-TA-10001768","Dave Kipp",24,"Seattle","Hon Racetrack Conference Tables","Furniture"
"US-2015-136476","Standard Class","GG-14650","OFF-BI-10003650","Greg Guthrie",51,"Bristol","GBC DocuBind 300 Electric Binding Machine","Office Supplies"
"CA-2016-103730","First Class","SC-20725","FUR-FU-10002157","Steven Cartwright",28,"Wilmington","Artistic Insta-Plaque","Furniture"
"CA-2016-103730","First Class","SC-20725","OFF-BI-10003910","Steven Cartwright",28,"Wilmington","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies"
"CA-2016-103730","First Class","SC-20725","OFF-ST-10000777","Steven Cartwright",28,"Wilmington","Companion Letter/Legal File  Black","Office Supplies"
"CA-2016-103730","First Class","SC-20725","OFF-EN-10002500","Steven Cartwright",28,"Wilmington","Globe Weis Peel & Seel First Class Envelopes","Office Supplies"
"CA-2016-103730","First Class","SC-20725","TEC-PH-10003875","Steven Cartwright",28,"Wilmington","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","Technology"
"US-2014-152030","Second Class","AD-10180","FUR-CH-10004063","Alan Dominguez",52,"Houston","Global Deluxe High-Back Managers Chair","Furniture"
"US-2014-134614","Standard Class","PF-19165","FUR-TA-10004534","Philip Fox",30,"Bloomington","Bevis 44 x 96 Conference Tables","Furniture"
"US-2017-107272","Standard Class","TS-21610","OFF-BI-10003274","Troy Staebel",33,"Phoenix","Avery Durable Slant Ring Binders  No Labels","Office Supplies"
"US-2017-107272","Standard Class","TS-21610","OFF-ST-10002974","Troy Staebel",33,"Phoenix","Trav-L-File Heavy-Duty Shuttle II  Black","Office Supplies"
"US-2016-125969","Second Class","LS-16975","FUR-CH-10001146","Lindsay Shagiari",66,"Los Angeles","Global Value Mid-Back Managers Chair  Gray","Furniture"
"US-2016-125969","Second Class","LS-16975","FUR-FU-10003773","Lindsay Shagiari",66,"Los Angeles","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture"
"US-2017-164147","First Class","DW-13585","TEC-PH-10002293","Dorothy Wardle",62,"Columbus","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","Technology"
"US-2017-164147","First Class","DW-13585","OFF-PA-10002377","Dorothy Wardle",62,"Columbus","Xerox 1916","Office Supplies"
"US-2017-164147","First Class","DW-13585","OFF-FA-10002780","Dorothy Wardle",62,"Columbus","Staples","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-PA-10001804","Lena Creighton",31,"Roseville","Xerox 195","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-PA-10001736","Lena Creighton",31,"Roseville","Xerox 1880","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-AR-10001149","Lena Creighton",31,"Roseville","Sanford Colorific Colored Pencils  12/Box","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-FA-10002988","Lena Creighton",31,"Roseville","Ideal Clamps","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-BI-10004781","Lena Creighton",31,"Roseville","GBC Wire Binding Strips","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","OFF-SU-10001218","Lena Creighton",31,"Roseville","Fiskars Softgrip Scissors","Office Supplies"
"CA-2016-145583","Standard Class","LC-16885","FUR-FU-10001706","Lena Creighton",31,"Roseville","Longer-Life Soft White Bulbs","Furniture"
"CA-2016-110366","Second Class","JD-15895","FUR-FU-10004848","Jonathan Doherty",57,"Philadelphia","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","Furniture"
"CA-2017-106180","Standard Class","SH-19975","OFF-AR-10000940","Sally Hughsby",60,"San Francisco","Newell 343","Office Supplies"
"CA-2017-106180","Standard Class","SH-19975","OFF-EN-10004030","Sally Hughsby",60,"San Francisco","Convenience Packs of Business Envelopes","Office Supplies"
"CA-2017-106180","Standard Class","SH-19975","OFF-PA-10004327","Sally Hughsby",60,"San Francisco","Xerox 1911","Office Supplies"
"CA-2017-155376","Standard Class","SG-20080","OFF-AP-10001058","Sandra Glassco",52,"Independence","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Office Supplies"
"CA-2015-110744","Standard Class","HA-14920","OFF-ST-10003656","Helen Andreada",48,"Pasadena","Safco Industrial Wire Shelving","Office Supplies"
"CA-2014-110072","Standard Class","MG-17680","FUR-FU-10000521","Maureen Gastineau",26,"Newark","Seth Thomas 14 Putty-Colored Wall Clock","Furniture"
"CA-2016-114489","Standard Class","JE-16165","TEC-PH-10000215","Justin Ellison",49,"Franklin","Plantronics Cordless Phone Headset with In-line Volume - M214C","Technology"
"CA-2016-114489","Standard Class","JE-16165","TEC-PH-10001448","Justin Ellison",49,"Franklin","Anker Astro 15000mAh USB Portable Charger","Technology"
"CA-2016-114489","Standard Class","JE-16165","FUR-CH-10000454","Justin Ellison",49,"Franklin","Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back","Furniture"
"CA-2016-114489","Standard Class","JE-16165","OFF-BI-10002735","Justin Ellison",49,"Franklin","GBC Prestige Therm-A-Bind Covers","Office Supplies"
"CA-2016-158834","First Class","TW-21025","OFF-AP-10000326","Tamara Willingham",61,"Scottsdale","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","Office Supplies"
"CA-2016-158834","First Class","TW-21025","TEC-PH-10001254","Tamara Willingham",61,"Scottsdale","Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology"
"CA-2015-124919","First Class","SP-20650","OFF-PA-10001950","Stephanie Phelps",18,"San Jose","Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies"
"CA-2015-124919","First Class","SP-20650","OFF-PA-10002254","Stephanie Phelps",18,"San Jose","Xerox 1883","Office Supplies"
"CA-2015-124919","First Class","SP-20650","OFF-ST-10001590","Stephanie Phelps",18,"San Jose","Tenex Personal Project File with Scoop Front Design  Black","Office Supplies"
"CA-2015-118948","Standard Class","NK-18490","OFF-AR-10001547","Neil Knudson",61,"Seattle","Newell 311","Office Supplies"
"CA-2014-104269","Second Class","DB-13060","FUR-CH-10004063","Dave Brooks",50,"Seattle","Global Deluxe High-Back Managers Chair","Furniture"
"CA-2016-114104","Standard Class","NP-18670","OFF-LA-10002475","Nora Paige",64,"Edmond","Avery 519","Office Supplies"
"CA-2016-114104","Standard Class","NP-18670","TEC-PH-10004536","Nora Paige",64,"Edmond","Avaya 5420 Digital phone","Technology"
"CA-2016-162733","First Class","TT-21070","OFF-PA-10002751","Ted Trevino",67,"Los Angeles","Xerox 1920","Office Supplies"
"CA-2015-119697","Second Class","EM-13960","TEC-AC-10003657","Eric Murdock",46,"Philadelphia","Lenovo 17-Key USB Numeric Keypad","Technology"
"CA-2016-154508","Standard Class","RD-19900","OFF-EN-10001990","Ruben Dartt",26,"Carlsbad","Staple envelope","Office Supplies"
"CA-2016-113817","Standard Class","MJ-17740","OFF-BI-10004002","Max Jones",40,"Seattle","Wilson Jones International Size A4 Ring Binders","Office Supplies"
"CA-2014-139892","Standard Class","BM-11140","OFF-AR-10004441","Becky Martin",67,"San Antonio","BIC Brite Liner Highlighters","Office Supplies"
"CA-2014-139892","Standard Class","BM-11140","TEC-MA-10000822","Becky Martin",67,"San Antonio","Lexmark MX611dhe Monochrome Laser Printer","Technology"
"CA-2014-139892","Standard Class","BM-11140","OFF-ST-10000991","Becky Martin",67,"San Antonio","Space Solutions HD Industrial Steel Shelving.","Office Supplies"
"CA-2014-139892","Standard Class","BM-11140","FUR-CH-10004287","Becky Martin",67,"San Antonio","SAFCO Arco Folding Chair","Furniture"
"CA-2014-139892","Standard Class","BM-11140","OFF-AR-10002656","Becky Martin",67,"San Antonio","Sanford Liquid Accent Highlighters","Office Supplies"
"CA-2014-139892","Standard Class","BM-11140","OFF-AP-10002518","Becky Martin",67,"San Antonio","Kensington 7 Outlet MasterPiece Power Center","Office Supplies"
"CA-2014-139892","Standard Class","BM-11140","TEC-PH-10003931","Becky Martin",67,"San Antonio","JBL Micro Wireless Portable Bluetooth Speaker","Technology"
"CA-2014-118962","Standard Class","CS-12130","OFF-PA-10000659","Chad Sievert",51,"Los Angeles","Adams Phone Message Book  Professional  400 Message Capacity  5 3/6” x 11”","Office Supplies"
"CA-2014-118962","Standard Class","CS-12130","OFF-PA-10001144","Chad Sievert",51,"Los Angeles","Xerox 1913","Office Supplies"
"CA-2014-118962","Standard Class","CS-12130","FUR-CH-10003817","Chad Sievert",51,"Los Angeles","Global Value Steno Chair  Gray","Furniture"
"US-2014-100853","Standard Class","JB-15400","OFF-AP-10000891","Jennifer Braxton",39,"Chicago","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies"
"US-2014-100853","Standard Class","JB-15400","OFF-LA-10003148","Jennifer Braxton",39,"Chicago","Avery 51","Office Supplies"
"US-2017-152366","Second Class","SJ-20500","OFF-AP-10002684","Shirley Jackson",69,"Houston","Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection","Office Supplies"
"US-2015-101511","Second Class","JE-15745","FUR-CH-10004698","Joel Eaton",25,"Memphis","Padded Folding Chairs  Black  4/Carton","Furniture"
